"","Year","113 Cause Name","Cause Name","State","Deaths","Age-adjusted Death Rate","Employer","Non-Group","Medicaid","Medicare","Military","Uninsured","Total","Region","low_income_insurance"
"2455",2013,"Chronic lower respiratory diseases (J40-J47)","CLRD","Connecticut",1348,29.7,0.546,0.05,0.174,0.127,"0.01",0.094,1,"Northeast",0.268
"2456",2013,"Chronic lower respiratory diseases (J40-J47)","CLRD","Delaware",482,43.5,0.507,0.031,0.203,0.146,"0.012",0.101,1,"Northeast",0.304
"2457",2013,"Chronic lower respiratory diseases (J40-J47)","CLRD","Florida",11379,39.9,0.382,0.061,0.173,0.162,"0.02",0.201,1,"Southeast",0.374
"2458",2013,"Chronic lower respiratory diseases (J40-J47)","CLRD","Georgia",4172,45.4,0.462,0.048,0.17,0.107,"0.025",0.188,1,"Southeast",0.358
"2459",2013,"Chronic lower respiratory diseases (J40-J47)","CLRD","Hawaii",279,15.6,0.531,0.043,0.162,0.134,"0.059",0.07,1,"West",0.232
"2460",2013,"Chronic lower respiratory diseases (J40-J47)","CLRD","Idaho",808,46.7,0.464,0.077,0.153,0.126,"0.019",0.161,1,"West",0.314
"2461",2013,"Chronic lower respiratory diseases (J40-J47)","CLRD","Illinois",5532,39.3,0.519,0.05,0.179,0.118,"0.007",0.127,1,"Midwest",0.306
"2462",2013,"Chronic lower respiratory diseases (J40-J47)","CLRD","Indiana",4266,58.4,0.519,0.045,0.155,0.131,"0.009",0.141,1,"Midwest",0.296
"2463",2013,"Chronic lower respiratory diseases (J40-J47)","CLRD","Iowa",1892,47.8,0.538,0.064,0.165,0.138,"0.007",0.088,1,"Midwest",0.253
"2464",2013,"Chronic lower respiratory diseases (J40-J47)","CLRD","Kansas",1673,50.3,0.524,0.065,0.133,0.127,"0.027",0.124,1,"Midwest",0.257
"2465",2013,"Chronic lower respiratory diseases (J40-J47)","CLRD","Kentucky",3187,64.6,0.476,0.041,0.183,0.137,"0.017",0.145,1,"Southeast",0.328
"2466",2013,"Chronic lower respiratory diseases (J40-J47)","CLRD","Louisiana",2274,47.3,0.441,0.048,0.216,0.112,"0.015",0.168,1,"Southeast",0.384
"2467",2013,"Chronic lower respiratory diseases (J40-J47)","CLRD","Maine",902,49.1,0.454,0.041,0.225,0.148,"0.02",0.111,1,"Northeast",0.336
"2468",2013,"Chronic lower respiratory diseases (J40-J47)","CLRD","Maryland",2051,32.5,0.562,0.051,0.152,0.111,"0.021",0.102,1,"Northeast",0.254
"2469",2013,"Chronic lower respiratory diseases (J40-J47)","CLRD","Massachusetts",2572,31.7,0.577,0.05,0.218,0.113,"<.01",0.038,1,"Northeast",0.256
"2470",2013,"Chronic lower respiratory diseases (J40-J47)","CLRD","Michigan",5539,46.7,0.5,0.049,0.195,0.137,"0.007",0.111,1,"Midwest",0.306
"2471",2013,"Chronic lower respiratory diseases (J40-J47)","CLRD","Minnesota",2287,37.1,0.57,0.071,0.144,0.124,"0.008",0.083,1,"Midwest",0.227
"2472",2013,"Chronic lower respiratory diseases (J40-J47)","CLRD","Mississippi",1755,54.3,0.403,0.043,0.239,0.124,"0.022",0.17,1,"Southeast",0.409
"2473",2013,"Chronic lower respiratory diseases (J40-J47)","CLRD","Missouri",3798,52.9,0.503,0.057,0.148,0.143,"0.019",0.131,1,"Midwest",0.279
"2474",2013,"Chronic lower respiratory diseases (J40-J47)","CLRD","Montana",647,50.7,0.436,0.072,0.151,0.151,"0.023",0.167,1,"West",0.318
"2475",2013,"Chronic lower respiratory diseases (J40-J47)","CLRD","Nebraska",1032,47.7,0.541,0.077,0.13,0.123,"0.02",0.108,1,"Midwest",0.238
"2476",2013,"Chronic lower respiratory diseases (J40-J47)","CLRD","Nevada",1482,54.1,0.492,0.04,0.124,0.118,"0.021",0.206,1,"West",0.33
"2477",2013,"Chronic lower respiratory diseases (J40-J47)","CLRD","New Hampshire",668,42,0.577,0.048,0.113,0.143,"0.009",0.109,1,"Northeast",0.222
"2478",2013,"Chronic lower respiratory diseases (J40-J47)","CLRD","New Jersey",3245,31.1,0.557,0.042,0.14,0.121,"0.005",0.134,1,"Northeast",0.274
"2479",2013,"Chronic lower respiratory diseases (J40-J47)","CLRD","New Mexico",1052,44.7,0.365,0.042,0.247,0.13,"0.024",0.192,1,"Southwest",0.439
"2480",2013,"Chronic lower respiratory diseases (J40-J47)","CLRD","New York",7110,30.7,0.5,0.042,0.229,0.114,"0.005",0.109,1,"Northeast",0.338
"2481",2013,"Chronic lower respiratory diseases (J40-J47)","CLRD","North Carolina",4987,46.3,0.441,0.062,0.18,0.133,"0.027",0.157,1,"Southeast",0.337
"2482",2013,"Chronic lower respiratory diseases (J40-J47)","CLRD","North Dakota",331,38.2,0.562,0.09,0.099,0.122,"0.024",0.104,1,"Midwest",0.203
"2483",2013,"Chronic lower respiratory diseases (J40-J47)","CLRD","Ohio",7007,49.7,0.526,0.043,0.172,0.139,"0.01",0.11,1,"Midwest",0.282
"2484",2013,"Chronic lower respiratory diseases (J40-J47)","CLRD","Oklahoma",2680,62.4,0.445,0.048,0.174,0.134,"0.022",0.178,1,"Southwest",0.352
"2485",2013,"Chronic lower respiratory diseases (J40-J47)","CLRD","Oregon",2029,43,0.472,0.061,0.169,0.139,"0.011",0.149,1,"West",0.318
"2486",2013,"Chronic lower respiratory diseases (J40-J47)","CLRD","Pennsylvania",6716,39.3,0.535,0.051,0.165,0.145,"0.007",0.097,1,"Northeast",0.262
"2487",2013,"Chronic lower respiratory diseases (J40-J47)","CLRD","Rhode Island",476,34.7,0.522,0.046,0.171,0.132,"0.009",0.12,1,"Northeast",0.291
"2488",2013,"Chronic lower respiratory diseases (J40-J47)","CLRD","South Carolina",2756,50.8,0.447,0.043,0.185,0.143,"0.025",0.158,1,"Southeast",0.343
"2489",2013,"Chronic lower respiratory diseases (J40-J47)","CLRD","South Dakota",416,39.3,0.477,0.094,0.148,0.135,"0.021",0.125,1,"Midwest",0.273
"2490",2013,"Chronic lower respiratory diseases (J40-J47)","CLRD","Tennessee",3904,53.2,0.456,0.054,0.194,0.135,"0.021",0.14,1,"Southeast",0.334
"2491",2013,"Chronic lower respiratory diseases (J40-J47)","CLRD","Texas",9800,42.4,0.449,0.045,0.172,0.095,"0.019",0.22,1,"Southwest",0.392
"2492",2013,"Chronic lower respiratory diseases (J40-J47)","CLRD","United States",149205,42.1,0.484,0.053,0.178,0.123,"0.016",0.146,1,"US",0.324
"2493",2013,"Chronic lower respiratory diseases (J40-J47)","CLRD","Utah",718,32,0.58,0.071,0.111,0.089,"0.014",0.134,1,"West",0.245
"2494",2013,"Chronic lower respiratory diseases (J40-J47)","CLRD","Vermont",353,44.1,0.479,0.041,0.253,0.146,"0.011",0.07,1,"Northeast",0.323
"2495",2013,"Chronic lower respiratory diseases (J40-J47)","CLRD","Virginia",3181,37.3,0.537,0.053,0.111,0.127,"0.048",0.124,1,"Southeast",0.235
"2496",2013,"Chronic lower respiratory diseases (J40-J47)","CLRD","Washington",2933,39.4,0.501,0.059,0.154,0.121,"0.024",0.141,1,"West",0.295
"2497",2013,"Chronic lower respiratory diseases (J40-J47)","CLRD","West Virginia",1590,64.6,0.461,0.024,0.196,0.172,"0.013",0.135,1,"Southeast",0.331
"2498",2013,"Chronic lower respiratory diseases (J40-J47)","CLRD","Wisconsin",2789,40.3,0.545,0.049,0.174,0.132,"0.008",0.09,1,"Midwest",0.264
"2499",2013,"Chronic lower respiratory diseases (J40-J47)","CLRD","Wyoming",387,63.1,0.561,0.054,0.11,0.12,"0.027",0.128,1,"West",0.238
"2500",2013,"Diabetes mellitus (E10-E14)","Diabetes","Alabama",1349,24.3,0.455,0.056,0.19,0.142,"0.02",0.137,1,"Southeast",0.327
"2501",2013,"Diabetes mellitus (E10-E14)","Diabetes","Alaska",112,20.1,0.519,0.035,0.138,0.073,"0.049",0.186,1,"West",0.324
"2502",2013,"Diabetes mellitus (E10-E14)","Diabetes","Arizona",1786,23.5,0.428,0.055,0.187,0.139,"0.017",0.174,1,"Southwest",0.361
"2503",2013,"Diabetes mellitus (E10-E14)","Diabetes","Arkansas",835,24.2,0.412,0.048,0.213,0.145,"0.021",0.162,1,"Southeast",0.375
"2504",2013,"Diabetes mellitus (E10-E14)","Diabetes","California",8057,20.6,0.453,0.064,0.202,0.098,"0.011",0.172,1,"West",0.374
"2505",2013,"Diabetes mellitus (E10-E14)","Diabetes","Colorado",788,15,0.501,0.078,0.142,0.111,"0.029",0.139,1,"West",0.281
"2506",2013,"Diabetes mellitus (E10-E14)","Diabetes","Connecticut",664,14.8,0.546,0.05,0.174,0.127,"0.01",0.094,1,"Northeast",0.268
"2507",2013,"Diabetes mellitus (E10-E14)","Diabetes","Delaware",218,19.4,0.507,0.031,0.203,0.146,"0.012",0.101,1,"Northeast",0.304
"2508",2013,"Diabetes mellitus (E10-E14)","Diabetes","Florida",5238,19.2,0.382,0.061,0.173,0.162,"0.02",0.201,1,"Southeast",0.374
"2509",2013,"Diabetes mellitus (E10-E14)","Diabetes","Georgia",2199,23,0.462,0.048,0.17,0.107,"0.025",0.188,1,"Southeast",0.358
"2510",2013,"Diabetes mellitus (E10-E14)","Diabetes","Hawaii",271,15.5,0.531,0.043,0.162,0.134,"0.059",0.07,1,"West",0.232
"2511",2013,"Diabetes mellitus (E10-E14)","Diabetes","Idaho",404,23.8,0.464,0.077,0.153,0.126,"0.019",0.161,1,"West",0.314
"2512",2013,"Diabetes mellitus (E10-E14)","Diabetes","Illinois",2798,19.7,0.519,0.05,0.179,0.118,"0.007",0.127,1,"Midwest",0.306
"2513",2013,"Diabetes mellitus (E10-E14)","Diabetes","Indiana",1943,26.3,0.519,0.045,0.155,0.131,"0.009",0.141,1,"Midwest",0.296
"2514",2013,"Diabetes mellitus (E10-E14)","Diabetes","Iowa",747,19,0.538,0.064,0.165,0.138,"0.007",0.088,1,"Midwest",0.253
"2515",2013,"Diabetes mellitus (E10-E14)","Diabetes","Kansas",654,19.8,0.524,0.065,0.133,0.127,"0.027",0.124,1,"Midwest",0.257
"2516",2013,"Diabetes mellitus (E10-E14)","Diabetes","Kentucky",1187,24.1,0.476,0.041,0.183,0.137,"0.017",0.145,1,"Southeast",0.328
"2517",2013,"Diabetes mellitus (E10-E14)","Diabetes","Louisiana",1329,26.9,0.441,0.048,0.216,0.112,"0.015",0.168,1,"Southeast",0.384
"2518",2013,"Diabetes mellitus (E10-E14)","Diabetes","Maine",373,20.4,0.454,0.041,0.225,0.148,"0.02",0.111,1,"Northeast",0.336
"2519",2013,"Diabetes mellitus (E10-E14)","Diabetes","Maryland",1249,19.1,0.562,0.051,0.152,0.111,"0.021",0.102,1,"Northeast",0.254
"2520",2013,"Diabetes mellitus (E10-E14)","Diabetes","Massachusetts",1142,14.1,0.577,0.05,0.218,0.113,"<.01",0.038,1,"Northeast",0.256
"2521",2013,"Diabetes mellitus (E10-E14)","Diabetes","Michigan",2825,23.8,0.5,0.049,0.195,0.137,"0.007",0.111,1,"Midwest",0.306
"2522",2013,"Diabetes mellitus (E10-E14)","Diabetes","Minnesota",1163,18.8,0.57,0.071,0.144,0.124,"0.008",0.083,1,"Midwest",0.227
"2523",2013,"Diabetes mellitus (E10-E14)","Diabetes","Mississippi",1071,32.9,0.403,0.043,0.239,0.124,"0.022",0.17,1,"Southeast",0.409
"2524",2013,"Diabetes mellitus (E10-E14)","Diabetes","Missouri",1477,20.5,0.503,0.057,0.148,0.143,"0.019",0.131,1,"Midwest",0.279
"2525",2013,"Diabetes mellitus (E10-E14)","Diabetes","Montana",250,19.7,0.436,0.072,0.151,0.151,"0.023",0.167,1,"West",0.318
"2526",2013,"Diabetes mellitus (E10-E14)","Diabetes","Nebraska",471,21.7,0.541,0.077,0.13,0.123,"0.02",0.108,1,"Midwest",0.238
"2527",2013,"Diabetes mellitus (E10-E14)","Diabetes","Nevada",424,14.8,0.492,0.04,0.124,0.118,"0.021",0.206,1,"West",0.33
"2528",2013,"Diabetes mellitus (E10-E14)","Diabetes","New Hampshire",310,18.7,0.577,0.048,0.113,0.143,"0.009",0.109,1,"Northeast",0.222
"2529",2013,"Diabetes mellitus (E10-E14)","Diabetes","New Jersey",2043,19.4,0.557,0.042,0.14,0.121,"0.005",0.134,1,"Northeast",0.274
"2530",2013,"Diabetes mellitus (E10-E14)","Diabetes","New Mexico",646,27.6,0.365,0.042,0.247,0.13,"0.024",0.192,1,"Southwest",0.439
"2531",2013,"Diabetes mellitus (E10-E14)","Diabetes","New York",4094,17.8,0.5,0.042,0.229,0.114,"0.005",0.109,1,"Northeast",0.338
"2532",2013,"Diabetes mellitus (E10-E14)","Diabetes","North Carolina",2402,21.8,0.441,0.062,0.18,0.133,"0.027",0.157,1,"Southeast",0.337
"2533",2013,"Diabetes mellitus (E10-E14)","Diabetes","North Dakota",197,22.3,0.562,0.09,0.099,0.122,"0.024",0.104,1,"Midwest",0.203
"2534",2013,"Diabetes mellitus (E10-E14)","Diabetes","Ohio",3563,25.4,0.526,0.043,0.172,0.139,"0.01",0.11,1,"Midwest",0.282
"2535",2013,"Diabetes mellitus (E10-E14)","Diabetes","Oklahoma",1269,29.9,0.445,0.048,0.174,0.134,"0.022",0.178,1,"Southwest",0.352
"2536",2013,"Diabetes mellitus (E10-E14)","Diabetes","Oregon",1109,23.4,0.472,0.061,0.169,0.139,"0.011",0.149,1,"West",0.318
"2537",2013,"Diabetes mellitus (E10-E14)","Diabetes","Pennsylvania",3804,22.6,0.535,0.051,0.165,0.145,"0.007",0.097,1,"Northeast",0.262
"2538",2013,"Diabetes mellitus (E10-E14)","Diabetes","Rhode Island",258,18.9,0.522,0.046,0.171,0.132,"0.009",0.12,1,"Northeast",0.291
"2539",2013,"Diabetes mellitus (E10-E14)","Diabetes","South Carolina",1240,22.5,0.447,0.043,0.185,0.143,"0.025",0.158,1,"Southeast",0.343
"2540",2013,"Diabetes mellitus (E10-E14)","Diabetes","South Dakota",237,22.7,0.477,0.094,0.148,0.135,"0.021",0.125,1,"Midwest",0.273
"2541",2013,"Diabetes mellitus (E10-E14)","Diabetes","Tennessee",1827,24.8,0.456,0.054,0.194,0.135,"0.021",0.14,1,"Southeast",0.334
"2542",2013,"Diabetes mellitus (E10-E14)","Diabetes","Texas",5273,21.6,0.449,0.045,0.172,0.095,"0.019",0.22,1,"Southwest",0.392
"2543",2013,"Diabetes mellitus (E10-E14)","Diabetes","United States",75578,21.2,0.484,0.053,0.178,0.123,"0.016",0.146,1,"US",0.324
"2544",2013,"Diabetes mellitus (E10-E14)","Diabetes","Utah",578,25.3,0.58,0.071,0.111,0.089,"0.014",0.134,1,"West",0.245
"2545",2013,"Diabetes mellitus (E10-E14)","Diabetes","Vermont",139,17.4,0.479,0.041,0.253,0.146,"0.011",0.07,1,"Northeast",0.323
"2546",2013,"Diabetes mellitus (E10-E14)","Diabetes","Virginia",1626,18.4,0.537,0.053,0.111,0.127,"0.048",0.124,1,"Southeast",0.235
"2547",2013,"Diabetes mellitus (E10-E14)","Diabetes","Washington",1616,21.3,0.501,0.059,0.154,0.121,"0.024",0.141,1,"West",0.295
"2548",2013,"Diabetes mellitus (E10-E14)","Diabetes","West Virginia",841,34.1,0.461,0.024,0.196,0.172,"0.013",0.135,1,"Southeast",0.331
"2549",2013,"Diabetes mellitus (E10-E14)","Diabetes","Wisconsin",1285,18.5,0.545,0.049,0.174,0.132,"0.008",0.09,1,"Midwest",0.264
"2550",2013,"Diabetes mellitus (E10-E14)","Diabetes","Wyoming",89,14.2,0.561,0.054,0.11,0.12,"0.027",0.128,1,"West",0.238
"2551",2013,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Alabama",12472,228.4,0.455,0.056,0.19,0.142,"0.02",0.137,1,"Southeast",0.327
"2552",2013,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Alaska",706,135,0.519,0.035,0.138,0.073,"0.049",0.186,1,"West",0.324
"2553",2013,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Arizona",10755,141.1,0.428,0.055,0.187,0.139,"0.017",0.174,1,"Southwest",0.361
"2554",2013,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Arkansas",7377,214.1,0.412,0.048,0.213,0.145,"0.021",0.162,1,"Southeast",0.375
"2555",2013,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","California",60299,151.8,0.453,0.064,0.202,0.098,"0.011",0.172,1,"West",0.374
"2556",2013,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Colorado",6456,125.7,0.501,0.078,0.142,0.111,"0.029",0.139,1,"West",0.281
"2557",2013,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Connecticut",7090,148.9,0.546,0.05,0.174,0.127,"0.01",0.094,1,"Northeast",0.268
"2558",2013,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Delaware",1861,168,0.507,0.031,0.203,0.146,"0.012",0.101,1,"Northeast",0.304
"2559",2013,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Florida",42656,149.8,0.382,0.061,0.173,0.162,"0.02",0.201,1,"Southeast",0.374
"2560",2013,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Georgia",16550,178.7,0.462,0.048,0.17,0.107,"0.025",0.188,1,"Southeast",0.358
"2561",2013,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Hawaii",2521,139,0.531,0.043,0.162,0.134,"0.059",0.07,1,"West",0.232
"2562",2013,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Idaho",2495,145.4,0.464,0.077,0.153,0.126,"0.019",0.161,1,"West",0.314
"2563",2013,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Illinois",24839,170.9,0.519,0.05,0.179,0.118,"0.007",0.127,1,"Midwest",0.306
"2564",2013,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Indiana",13773,186.2,0.519,0.045,0.155,0.131,"0.009",0.141,1,"Midwest",0.296
"2565",2013,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Iowa",6995,168.9,0.538,0.064,0.165,0.138,"0.007",0.088,1,"Midwest",0.253
"2566",2013,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Kansas",5364,156.1,0.524,0.065,0.133,0.127,"0.027",0.124,1,"Midwest",0.257
"2567",2013,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Kentucky",9971,203.4,0.476,0.041,0.183,0.137,"0.017",0.145,1,"Southeast",0.328
"2568",2013,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Louisiana",10346,214.1,0.441,0.048,0.216,0.112,"0.015",0.168,1,"Southeast",0.384
"2569",2013,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Maine",2807,152.3,0.454,0.041,0.225,0.148,"0.02",0.111,1,"Northeast",0.336
"2570",2013,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Maryland",11244,172.7,0.562,0.051,0.152,0.111,"0.021",0.102,1,"Northeast",0.254
"2571",2013,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Massachusetts",12023,141.5,0.577,0.05,0.218,0.113,"<.01",0.038,1,"Northeast",0.256
"2572",2013,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Michigan",24156,199.8,0.5,0.049,0.195,0.137,"0.007",0.111,1,"Midwest",0.306
"2573",2013,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Minnesota",7714,119.6,0.57,0.071,0.144,0.124,"0.008",0.083,1,"Midwest",0.227
"2574",2013,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Mississippi",7715,240,0.403,0.043,0.239,0.124,"0.022",0.17,1,"Southeast",0.409
"2575",2013,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Missouri",14095,194.7,0.503,0.057,0.148,0.143,"0.019",0.131,1,"Midwest",0.279
"2576",2013,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Montana",2004,154.3,0.436,0.072,0.151,0.151,"0.023",0.167,1,"West",0.318
"2577",2013,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Nebraska",3381,147.9,0.541,0.077,0.13,0.123,"0.02",0.108,1,"Midwest",0.238
"2578",2013,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Nevada",5434,195.1,0.492,0.04,0.124,0.118,"0.021",0.206,1,"West",0.33
"2579",2013,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","New Hampshire",2434,148.9,0.577,0.048,0.113,0.143,"0.009",0.109,1,"Northeast",0.222
"2580",2013,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","New Jersey",18460,170.1,0.557,0.042,0.14,0.121,"0.005",0.134,1,"Northeast",0.274
"2581",2013,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","New Mexico",3425,147.1,0.365,0.042,0.247,0.13,"0.024",0.192,1,"Southwest",0.439
"2582",2013,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","New York",44039,184.8,0.5,0.042,0.229,0.114,"0.005",0.109,1,"Northeast",0.338
"2583",2013,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","North Carolina",17830,165.3,0.441,0.062,0.18,0.133,"0.027",0.157,1,"Southeast",0.337
"2584",2013,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","North Dakota",1382,150.7,0.562,0.09,0.099,0.122,"0.024",0.104,1,"Midwest",0.203
"2585",2013,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Ohio",26878,187.9,0.526,0.043,0.172,0.139,"0.01",0.11,1,"Midwest",0.282
"2586",2013,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Oklahoma",9721,228.5,0.445,0.048,0.174,0.134,"0.022",0.178,1,"Southwest",0.352
"2587",2013,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Oregon",6523,135.1,0.472,0.061,0.169,0.139,"0.011",0.149,1,"West",0.318
"2588",2013,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Pennsylvania",31629,179,0.535,0.051,0.165,0.145,"0.007",0.097,1,"Northeast",0.262
"2589",2013,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Rhode Island",2364,163.4,0.522,0.046,0.171,0.132,"0.009",0.12,1,"Northeast",0.291
"2590",2013,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","South Carolina",9648,180,0.447,0.043,0.185,0.143,"0.025",0.158,1,"Southeast",0.343
"2591",2013,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","South Dakota",1630,150.1,0.477,0.094,0.148,0.135,"0.021",0.125,1,"Midwest",0.273
"2592",2013,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Tennessee",14803,204.1,0.456,0.054,0.194,0.135,"0.021",0.14,1,"Southeast",0.334
"2593",2013,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Texas",40203,170.7,0.449,0.045,0.172,0.095,"0.019",0.22,1,"Southwest",0.392
"2594",2013,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","United States",611105,169.8,0.484,0.053,0.178,0.123,"0.016",0.146,1,"US",0.324
"2595",2013,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Utah",3323,149,0.58,0.071,0.111,0.089,"0.014",0.134,1,"West",0.245
"2596",2013,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Vermont",1220,149.6,0.479,0.041,0.253,0.146,"0.011",0.07,1,"Northeast",0.323
"2597",2013,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Virginia",13663,157.3,0.537,0.053,0.111,0.127,"0.048",0.124,1,"Southeast",0.235
"2598",2013,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Washington",10524,138.2,0.501,0.059,0.154,0.121,"0.024",0.141,1,"West",0.295
"2599",2013,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","West Virginia",4666,193.7,0.461,0.024,0.196,0.172,"0.013",0.135,1,"Southeast",0.331
"2600",2013,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Wisconsin",11362,159.3,0.545,0.049,0.174,0.132,"0.008",0.09,1,"Midwest",0.264
"2601",2013,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Wyoming",939,152.4,0.561,0.054,0.11,0.12,"0.027",0.128,1,"West",0.238
"2602",2013,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Alabama",1035,19.2,0.455,0.056,0.19,0.142,"0.02",0.137,1,"Southeast",0.327
"2603",2013,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Alaska",66,14.1,0.519,0.035,0.138,0.073,"0.049",0.186,1,"West",0.324
"2604",2013,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Arizona",776,10.4,0.428,0.055,0.187,0.139,"0.017",0.174,1,"Southwest",0.361
"2605",2013,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Arkansas",794,23.3,0.412,0.048,0.213,0.145,"0.021",0.162,1,"Southeast",0.375
"2606",2013,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","California",6551,16.6,0.453,0.064,0.202,0.098,"0.011",0.172,1,"West",0.374
"2607",2013,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Colorado",606,12,0.501,0.078,0.142,0.111,"0.029",0.139,1,"West",0.281
"2608",2013,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Connecticut",604,12.2,0.546,0.05,0.174,0.127,"0.01",0.094,1,"Northeast",0.268
"2609",2013,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Delaware",150,13.6,0.507,0.031,0.203,0.146,"0.012",0.101,1,"Northeast",0.304
"2610",2013,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Florida",2662,9.5,0.382,0.061,0.173,0.162,"0.02",0.201,1,"Southeast",0.374
"2611",2013,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Georgia",1494,16.8,0.462,0.048,0.17,0.107,"0.025",0.188,1,"Southeast",0.358
"2612",2013,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Hawaii",457,24.1,0.531,0.043,0.162,0.134,"0.059",0.07,1,"West",0.232
"2613",2013,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Idaho",259,15.1,0.464,0.077,0.153,0.126,"0.019",0.161,1,"West",0.314
"2614",2013,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Illinois",2441,16.8,0.519,0.05,0.179,0.118,"0.007",0.127,1,"Midwest",0.306
"2615",2013,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Indiana",1132,15.3,0.519,0.045,0.155,0.131,"0.009",0.141,1,"Midwest",0.296
"2616",2013,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Iowa",761,17.8,0.538,0.064,0.165,0.138,"0.007",0.088,1,"Midwest",0.253
"2617",2013,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Kansas",715,20.2,0.524,0.065,0.133,0.127,"0.027",0.124,1,"Midwest",0.257
"2618",2013,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Kentucky",919,19.1,0.476,0.041,0.183,0.137,"0.017",0.145,1,"Southeast",0.328
"2619",2013,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Louisiana",892,18.6,0.441,0.048,0.216,0.112,"0.015",0.168,1,"Southeast",0.384
"2620",2013,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Maine",258,14,0.454,0.041,0.225,0.148,"0.02",0.111,1,"Northeast",0.336
